TransaccionID,Fecha,ProductoID,TiendaID,UnidadesVendidas,PrecioUnitarioAplicado,DescuentoPorcentaje,PrecioTotal
TRX-003350,2023-05-11,P-0053,T-031,3,373.39,0,1120.17
TRX-003351,2023-01-28,P-0131,T-032,15,444.99,10,6007.37
TRX-003352,2023-01-06,P-0193,T-048,15,299.11,0,4486.65
TRX-003353,2023-11-13,P-0080,T-004,10,436.63,12,3842.34
TRX-003354,2024-05-11,P-0174,T-041,10,563.29,15,4787.96
TRX-003355,2024-11-28,P-0076,T-026,1,392.31,10,353.08
TRX-003356,2023-09-15,P-0039,T-041,12,342.6,0,4111.20
TRX-003357,2023-06-17,P-0115,T-015,2,154.21,0,308.42
TRX-003358,2024-11-13,P-0059,T-037,10,791.54,0,7915.40
TRX-003359,2024-11-15,P-0086,T-012,13,112.12,0,1457.56
TRX-003360,2024-10-21,P-0188,T-026,11,628.65,24,5255.51
TRX-003361,2023-01-20,P-0097,T-028,4,409.85,0,1639.40
TRX-003362,2024-01-22,P-0070,T-005,6,520.91,0,3125.46
TRX-003363,2024-01-04,P-0189,T-022,5,641.43,0,3207.15
TRX-003364,2023-01-03,P-0145,T-017,11,548.09,23,4642.32
TRX-003365,2023-01-04,P-0134,T-029,15,103.31,0,1549.65
TRX-003366,2024-06-21,P-0148,T-035,10,314.89,0,3148.90
TRX-003367,2023-10-15,P-0010,T-009,2,413.64,0,827.28
TRX-003368,2023-12-20,P-0057,T-019,4,696.75,0,2787.00
TRX-003369,2024-05-14,P-0079,T-017,5,598.84,0,2994.20
TRX-003370,2024-12-27,P-0184,T-026,5,663.06,0,3315.30
TRX-003371,2023-12-06,P-0011,T-049,2,230.29,0,460.58
TRX-003372,2024-02-16,P-0169,T-025,14,670.97,0,9393.58
TRX-003373,2024-06-08,P-0069,T-033,3,515.46,13,1345.35
TRX-003374,2024-06-09,P-0173,T-007,11,463.76,0,5101.36
TRX-003375,2023-07-08,P-0107,T-033,10,52.88,0,528.80
TRX-003376,2024-02-17,P-0060,T-015,6,241.29,0,1447.74
TRX-003377,2023-08-11,P-0164,T-030,1,255.54,0,255.54
TRX-003378,2023-06-20,P-0156,T-040,3,132.08,0,396.24
TRX-003379,2024-10-04,P-0173,T-038,4,463.76,0,1855.04
TRX-003380,2023-12-18,P-0065,T-021,13,529.46,0,6882.98
TRX-003381,2023-12-07,P-0102,T-041,7,577.31,0,4041.17
TRX-003382,2024-12-09,P-0142,T-021,3,518.66,0,1555.98
TRX-003383,2024-06-10,P-0101,T-021,1,284.4,0,284.40
TRX-003384,2024-07-23,P-0048,T-042,1,473.4,21,373.99
TRX-003385,2024-01-29,P-0082,T-042,4,82.17,0,328.68
TRX-003386,2024-08-09,P-0138,T-013,3,564.42,0,1693.26
TRX-003387,2024-04-26,P-0044,T-050,7,175.16,0,1226.12
TRX-003388,2023-12-10,P-0100,T-018,13,253.63,0,3297.19
TRX-003389,2024-11-06,P-0010,T-001,4,413.64,0,1654.56
TRX-003390,2023-07-01,P-0092,T-020,10,763.23,0,7632.30
TRX-003391,2024-08-12,P-0172,T-018,11,578.97,0,6368.67
TRX-003392,2023-07-07,P-0030,T-012,10,483.75,0,4837.50
TRX-003393,2024-01-02,P-0003,T-021,11,834.48,0,9179.28
TRX-003394,2023-10-18,P-0178,T-034,3,220.82,0,662.46
TRX-003395,2023-06-19,P-0131,T-003,9,444.99,0,4004.91
TRX-003396,2023-11-11,P-0137,T-027,9,510.97,0,4598.73
TRX-003397,2023-08-02,P-0119,T-038,6,431.18,13,2250.76
TRX-003398,2024-05-14,P-0146,T-017,3,395.97,16,997.84
TRX-003399,2024-09-02,P-0077,T-031,4,740.59,0,2962.36
TRX-003400,2023-10-26,P-0046,T-025,14,449.12,0,6287.68
TRX-003401,2024-06-04,P-0134,T-048,12,103.31,0,1239.72
TRX-003402,2023-01-05,P-0190,T-025,6,538.15,0,3228.90
TRX-003403,2024-08-29,P-0196,T-040,7,71.37,0,499.59
TRX-003404,2023-06-12,P-0089,T-016,12,94.19,0,1130.28
TRX-003405,2024-08-25,P-0117,T-044,3,347.03,0,1041.09
TRX-003406,2024-04-14,P-0015,T-031,5,839.97,0,4199.85
TRX-003407,2023-09-19,P-0106,T-013,3,794.31,7,2216.12
TRX-003408,2024-10-28,P-0173,T-030,13,463.76,0,6028.88
TRX-003409,2023-02-20,P-0070,T-005,4,520.91,0,2083.64
TRX-003410,2024-12-30,P-0083,T-011,1,604.06,10,543.65
TRX-003411,2024-12-27,P-0150,T-002,13,795.09,7,9612.64
TRX-003412,2023-11-25,P-0189,T-042,13,641.43,0,8338.59
TRX-003413,2024-07-26,P-0012,T-015,9,750.9,0,6758.10
TRX-003414,2024-04-18,P-0079,T-006,8,598.84,0,4790.72
TRX-003415,2023-06-27,P-0066,T-026,15,456.2,0,6843.00
TRX-003416,2024-03-09,P-0060,T-002,14,241.29,0,3378.06
TRX-003417,2023-02-22,P-0037,T-003,4,334.47,0,1337.88
TRX-003418,2024-03-01,P-0072,T-015,12,173.17,0,2078.04
TRX-003419,2024-09-08,P-0084,T-040,2,214.01,0,428.02
TRX-003420,2023-10-12,P-0161,T-010,11,564.7,0,6211.70
TRX-003421,2024-10-28,P-0031,T-044,12,281.57,0,3378.84
TRX-003422,2023-09-06,P-0090,T-008,3,577.16,0,1731.48
TRX-003423,2023-11-14,P-0026,T-036,4,537.16,0,2148.64
TRX-003424,2023-10-08,P-0179,T-005,7,77.95,0,545.65
TRX-003425,2024-06-26,P-0120,T-021,7,93.03,13,566.55
TRX-003426,2023-12-12,P-0007,T-003,15,671.75,0,10076.25
TRX-003427,2023-12-09,P-0145,T-021,7,548.09,0,3836.63
TRX-003428,2023-02-24,P-0108,T-032,8,639.26,0,5114.08
TRX-003429,2023-04-25,P-0085,T-048,9,574.36,19,4187.08
TRX-003430,2023-06-28,P-0169,T-049,5,670.97,0,3354.85
TRX-003431,2023-12-01,P-0180,T-024,11,449.28,0,4942.08
TRX-003432,2024-08-11,P-0045,T-031,1,585.29,0,585.29
TRX-003433,2023-12-09,P-0039,T-010,9,342.6,0,3083.40
TRX-003434,2023-08-25,P-0041,T-042,6,705.72,0,4234.32
TRX-003435,2023-03-14,P-0004,T-007,9,651.39,0,5862.51
TRX-003436,2023-07-10,P-0182,T-044,5,417.62,0,2088.10
TRX-003437,2023-01-06,P-0069,T-043,3,515.46,0,1546.38
TRX-003438,2024-01-04,P-0040,T-049,15,105.36,0,1580.40
TRX-003439,2023-11-07,P-0026,T-017,1,537.16,0,537.16
TRX-003440,2023-06-27,P-0035,T-033,5,580.48,0,2902.40
TRX-003441,2023-05-03,P-0163,T-015,13,401.08,7,4849.06
TRX-003442,2024-05-17,P-0130,T-050,3,139.47,13,364.02
TRX-003443,2024-08-11,P-0177,T-048,13,254.46,0,3307.98
TRX-003444,2023-12-23,P-0020,T-019,2,525.72,7,977.84
TRX-003445,2024-12-07,P-0121,T-024,13,791.35,0,10287.55
TRX-003446,2024-04-16,P-0013,T-008,7,227.61,27,1163.09
TRX-003447,2024-07-31,P-0063,T-011,7,134.79,0,943.53
TRX-003448,2023-06-06,P-0042,T-007,11,361.75,17,3302.78
TRX-003449,2024-01-24,P-0159,T-028,6,429.43,16,2164.33
TRX-003450,2024-11-29,P-0086,T-017,14,112.12,0,1569.68
TRX-003451,2024-04-19,P-0111,T-012,3,138.19,11,368.97
TRX-003452,2024-01-22,P-0125,T-048,14,362.52,0,5075.28
TRX-003453,2024-09-24,P-0083,T-010,1,604.06,0,604.06
TRX-003454,2024-01-27,P-0044,T-041,15,175.16,0,2627.40
TRX-003455,2024-05-07,P-0069,T-020,2,515.46,28,742.26
TRX-003456,2023-06-28,P-0150,T-043,10,795.09,9,7235.32
TRX-003457,2023-02-06,P-0006,T-031,11,843.07,0,9273.77
TRX-003458,2023-03-05,P-0193,T-022,12,299.11,9,3266.28
TRX-003459,2023-02-17,P-0127,T-024,2,241.26,0,482.52
TRX-003460,2023-11-24,P-0022,T-035,15,121.94,0,1829.10
TRX-003461,2024-10-21,P-0073,T-029,14,279.88,0,3918.32
TRX-003462,2024-08-31,P-0080,T-043,2,436.63,0,873.26
TRX-003463,2023-05-31,P-0165,T-049,3,117.74,0,353.22
TRX-003464,2024-02-09,P-0001,T-012,9,391.99,0,3527.91
TRX-003465,2024-01-23,P-0055,T-050,4,260.72,0,1042.88
TRX-003466,2024-10-22,P-0027,T-017,10,263.13,0,2631.30
TRX-003467,2024-06-05,P-0170,T-011,11,363.08,19,3235.04
TRX-003468,2023-07-31,P-0041,T-010,7,705.72,0,4940.04
TRX-003469,2023-11-05,P-0164,T-014,15,255.54,28,2759.83
TRX-003470,2024-06-01,P-0200,T-005,13,746.15,0,9699.95
TRX-003471,2024-03-08,P-0150,T-045,1,795.09,0,795.09
TRX-003472,2024-03-23,P-0172,T-022,13,578.97,0,7526.61
TRX-003473,2023-07-30,P-0090,T-042,7,577.16,0,4040.12
TRX-003474,2024-01-28,P-0158,T-028,4,841.94,0,3367.76
TRX-003475,2024-03-22,P-0147,T-003,15,495.21,0,7428.15
TRX-003476,2024-03-29,P-0062,T-021,11,317.28,0,3490.08
TRX-003477,2024-08-11,P-0037,T-047,14,334.47,0,4682.58
TRX-003478,2023-09-20,P-0078,T-029,7,110.72,0,775.04
TRX-003479,2024-12-12,P-0067,T-034,11,815.39,0,8969.29
TRX-003480,2024-04-29,P-0024,T-038,6,711.7,0,4270.20
TRX-003481,2024-10-09,P-0022,T-004,10,121.94,0,1219.40
TRX-003482,2023-09-23,P-0101,T-015,9,284.4,25,1919.70
TRX-003483,2024-12-06,P-0176,T-008,2,356.61,0,713.22
TRX-003484,2023-12-07,P-0095,T-024,7,771.65,13,4699.35
TRX-003485,2023-04-04,P-0138,T-017,14,564.42,0,7901.88
TRX-003486,2024-11-08,P-0064,T-006,12,378.64,12,3998.44
TRX-003487,2024-01-08,P-0181,T-039,10,448.57,0,4485.70
TRX-003488,2024-10-08,P-0193,T-009,10,299.11,0,2991.10
TRX-003489,2023-07-01,P-0162,T-007,2,270.66,21,427.64
TRX-003490,2024-12-24,P-0080,T-038,10,436.63,0,4366.30
TRX-003491,2024-02-19,P-0122,T-027,1,784.1,19,635.12
TRX-003492,2024-11-03,P-0167,T-016,15,148.44,0,2226.60
TRX-003493,2024-02-05,P-0118,T-029,15,456.92,0,6853.80
TRX-003494,2023-12-24,P-0116,T-023,9,843.61,0,7592.49
TRX-003495,2023-03-12,P-0130,T-049,6,139.47,0,836.82
TRX-003496,2023-09-01,P-0117,T-041,9,347.03,0,3123.27
TRX-003497,2024-09-25,P-0178,T-043,1,220.82,0,220.82
TRX-003498,2023-09-28,P-0142,T-050,6,518.66,0,3111.96
TRX-003499,2024-07-13,P-0028,T-049,11,247.29,0,2720.19
TRX-003500,2023-06-05,P-0121,T-008,10,791.35,0,7913.50
TRX-003501,2023-02-10,P-0169,T-027,15,670.97,0,10064.55
TRX-003502,2023-06-08,P-0091,T-023,4,644.97,0,2579.88
TRX-003503,2023-03-06,P-0200,T-022,10,746.15,0,7461.50
TRX-003504,2023-09-24,P-0182,T-026,11,417.62,0,4593.82
TRX-003505,2023-05-27,P-0029,T-003,4,386.02,0,1544.08
TRX-003506,2023-10-22,P-0045,T-040,11,585.29,0,6438.19
TRX-003507,2024-04-02,P-0098,T-010,4,348.62,0,1394.48
TRX-003508,2023-02-27,P-0039,T-010,6,342.6,0,2055.60
TRX-003509,2024-06-19,P-0081,T-030,8,426.11,0,3408.88
TRX-003510,2024-10-11,P-0098,T-036,13,348.62,0,4532.06
TRX-003511,2023-05-23,P-0156,T-008,1,132.08,0,132.08
TRX-003512,2024-12-05,P-0160,T-046,15,192.15,0,2882.25
TRX-003513,2023-06-23,P-0027,T-047,14,263.13,0,3683.82
TRX-003514,2023-05-29,P-0121,T-006,6,791.35,0,4748.10
TRX-003515,2023-01-11,P-0136,T-036,15,362.08,0,5431.20
TRX-003516,2024-06-04,P-0125,T-025,5,362.52,0,1812.60
TRX-003517,2023-03-27,P-0194,T-037,14,249.36,0,3491.04
TRX-003518,2023-04-23,P-0060,T-007,9,241.29,0,2171.61
TRX-003519,2024-08-28,P-0032,T-029,15,413.34,0,6200.10
TRX-003520,2024-02-15,P-0123,T-016,13,423.72,0,5508.36
TRX-003521,2023-09-24,P-0067,T-050,4,815.39,0,3261.56
TRX-003522,2023-05-17,P-0008,T-049,4,173.65,18,569.57
TRX-003523,2023-02-08,P-0177,T-003,12,254.46,0,3053.52
TRX-003524,2024-12-26,P-0123,T-045,3,423.72,0,1271.16
TRX-003525,2023-05-29,P-0071,T-011,14,52.81,0,739.34
TRX-003526,2024-08-29,P-0120,T-001,1,93.03,0,93.03
TRX-003527,2024-03-15,P-0086,T-007,13,112.12,12,1282.65
TRX-003528,2023-06-23,P-0051,T-020,14,533.16,0,7464.24
TRX-003529,2023-08-23,P-0119,T-035,13,431.18,0,5605.34
TRX-003530,2023-11-06,P-0008,T-018,8,173.65,24,1055.79
TRX-003531,2023-05-15,P-0147,T-030,6,495.21,0,2971.26
TRX-003532,2023-09-30,P-0109,T-020,3,501.08,0,1503.24
TRX-003533,2023-06-15,P-0120,T-043,5,93.03,0,465.15
TRX-003534,2024-10-05,P-0114,T-006,2,109.83,0,219.66
TRX-003535,2024-01-09,P-0186,T-026,5,313.41,0,1567.05
TRX-003536,2024-07-22,P-0128,T-006,2,642.57,22,1002.41
TRX-003537,2024-04-23,P-0102,T-005,4,577.31,0,2309.24
TRX-003538,2023-04-20,P-0070,T-050,15,520.91,0,7813.65
TRX-003539,2024-10-04,P-0176,T-015,3,356.61,0,1069.83
TRX-003540,2023-02-21,P-0091,T-020,6,644.97,0,3869.82
TRX-003541,2024-11-29,P-0134,T-036,5,103.31,0,516.55
TRX-003542,2024-02-03,P-0027,T-038,7,263.13,22,1436.69
TRX-003543,2024-01-04,P-0078,T-034,4,110.72,9,403.02
TRX-003544,2024-08-09,P-0164,T-001,13,255.54,0,3322.02
TRX-003545,2024-04-30,P-0085,T-007,4,574.36,0,2297.44
TRX-003546,2024-11-24,P-0002,T-006,1,300.52,0,300.52
TRX-003547,2024-07-12,P-0052,T-027,1,340.93,18,279.56
TRX-003548,2023-05-26,P-0132,T-014,1,520.27,26,385.00
TRX-003549,2024-03-10,P-0168,T-016,3,714.02,18,1756.49
TRX-003550,2024-12-10,P-0073,T-010,8,279.88,0,2239.04
TRX-003551,2024-12-13,P-0022,T-039,1,121.94,26,90.24
TRX-003552,2024-08-08,P-0199,T-014,15,764.34,0,11465.10
TRX-003553,2024-11-08,P-0058,T-008,14,168.62,0,2360.68
TRX-003554,2023-01-14,P-0131,T-014,14,444.99,0,6229.86
TRX-003555,2023-08-06,P-0161,T-044,7,564.7,0,3952.90
TRX-003556,2024-09-07,P-0178,T-005,11,220.82,9,2210.41
TRX-003557,2023-12-06,P-0189,T-019,5,641.43,0,3207.15
TRX-003558,2023-03-19,P-0037,T-038,14,334.47,0,4682.58
TRX-003559,2024-02-16,P-0195,T-015,6,419.81,0,2518.86
TRX-003560,2024-09-12,P-0049,T-032,7,622.79,0,4359.53
TRX-003561,2024-03-27,P-0056,T-014,7,128.84,11,802.67
TRX-003562,2023-09-22,P-0171,T-037,5,733.17,13,3189.29
TRX-003563,2023-01-18,P-0113,T-024,11,191.14,0,2102.54
TRX-003564,2023-07-24,P-0138,T-048,12,564.42,0,6773.04
TRX-003565,2023-10-17,P-0195,T-012,9,419.81,0,3778.29
TRX-003566,2024-07-11,P-0114,T-032,14,109.83,0,1537.62
TRX-003567,2024-01-23,P-0097,T-018,12,409.85,0,4918.20
TRX-003568,2023-10-27,P-0094,T-041,5,582.95,0,2914.75
TRX-003569,2024-10-21,P-0161,T-003,4,564.7,0,2258.80
TRX-003570,2023-03-17,P-0172,T-004,1,578.97,0,578.97
TRX-003571,2024-06-25,P-0091,T-028,9,644.97,0,5804.73
TRX-003572,2023-04-03,P-0142,T-043,8,518.66,0,4149.28
TRX-003573,2023-10-14,P-0084,T-005,15,214.01,25,2407.61
TRX-003574,2024-01-28,P-0022,T-030,3,121.94,0,365.82
TRX-003575,2024-04-20,P-0039,T-029,12,342.6,0,4111.20
TRX-003576,2023-11-19,P-0029,T-034,5,386.02,0,1930.10
TRX-003577,2024-07-05,P-0027,T-008,15,263.13,0,3946.95
TRX-003578,2023-03-18,P-0137,T-047,12,510.97,0,6131.64
TRX-003579,2023-05-19,P-0116,T-045,6,843.61,0,5061.66
TRX-003580,2024-12-26,P-0051,T-041,13,533.16,0,6931.08
TRX-003581,2024-11-11,P-0127,T-049,11,241.26,0,2653.86
TRX-003582,2023-11-02,P-0139,T-016,5,165.65,0,828.25
TRX-003583,2023-10-21,P-0083,T-007,11,604.06,5,6312.43
TRX-003584,2023-11-17,P-0114,T-002,4,109.83,0,439.32
TRX-003585,2024-01-15,P-0131,T-030,10,444.99,0,4449.90
TRX-003586,2023-02-28,P-0189,T-028,6,641.43,0,3848.58
TRX-003587,2024-08-27,P-0074,T-042,7,318.26,0,2227.82
TRX-003588,2023-09-07,P-0078,T-016,3,110.72,14,285.66
TRX-003589,2024-02-22,P-0012,T-028,8,750.9,0,6007.20
TRX-003590,2023-08-16,P-0144,T-007,1,394.88,0,394.88
TRX-003591,2023-08-24,P-0051,T-043,14,533.16,29,5299.61
TRX-003592,,P-0164,T-033,9,255.54,,2138.87
TRX-003593,2023-10-05,P-0093,T-011,12,765.58,0,9186.96
TRX-003594,2023-02-27,P-0062,T-003,1,317.28,0,317.28
TRX-003595,2023-12-15,P-0166,T-044,2,543.7,20,869.92
TRX-003596,2023-01-14,P-0001,T-043,6,391.99,0,2351.94
TRX-003597,2024-07-07,P-0023,T-014,9,345.99,0,3113.91
TRX-003598,2024-11-08,P-0110,T-010,8,536.34,25,3218.04
TRX-003599,2024-03-08,P-0142,T-046,2,518.66,0,1037.32
TRX-003600,2023-08-11,P-0173,T-017,12,463.76,0,5565.12
TRX-003601,2024-05-18,P-0023,T-037,8,345.99,0,2767.92
TRX-003602,2024-12-14,P-0141,T-024,1,248.53,0,248.53
TRX-003603,2024-01-29,P-0163,T-003,3,401.08,0,1203.24
TRX-003604,2024-02-07,P-0085,T-004,14,574.36,21,6352.42
TRX-003605,2024-12-14,P-0077,T-041,12,740.59,0,8887.08
TRX-003606,2023-06-21,P-0057,T-005,7,696.75,0,4877.25
TRX-003607,2024-04-25,P-0147,T-043,2,495.21,0,990.42
TRX-003608,2024-12-19,P-0124,T-046,2,300.81,0,601.62
TRX-003609,2023-06-03,P-0172,T-036,12,578.97,0,6947.64
TRX-003610,2024-11-13,P-0134,T-017,8,103.31,0,826.48
TRX-003611,2024-06-30,P-0143,T-021,3,601.55,0,1804.65
TRX-003612,2023-02-16,P-0011,T-013,6,230.29,0,1381.74
TRX-003613,2024-03-11,P-0002,T-048,2,300.52,0,601.04
TRX-003614,2023-03-03,P-0169,T-018,3,670.97,0,2012.91
TRX-003615,2024-12-08,P-0043,T-043,3,521.14,0,1563.42
TRX-003616,2024-03-15,P-0099,T-045,3,538.89,0,1616.67
TRX-003617,2024-06-10,P-0141,T-042,10,248.53,22,1938.53
TRX-003618,2024-02-10,P-0077,T-030,11,740.59,0,8146.49
TRX-003619,2023-09-25,P-0075,T-048,7,711.85,0,4982.95
TRX-003620,2024-08-27,P-0131,T-018,3,444.99,0,1334.97
TRX-003621,2024-09-11,P-0118,T-024,7,456.92,0,3198.44
TRX-003622,2024-07-22,P-0125,T-022,15,362.52,0,5437.80
TRX-003623,2024-06-22,P-0030,T-043,4,483.75,0,1935.00
TRX-003624,2023-02-02,P-0182,T-002,1,417.62,17,346.62
TRX-003625,2023-11-19,P-0170,T-019,3,363.08,0,1089.24
TRX-003626,2024-11-30,P-0020,T-038,5,525.72,0,2628.60
TRX-003627,2023-04-10,P-0174,T-049,9,563.29,0,5069.61
TRX-003628,2024-09-08,P-0142,T-025,8,518.66,17,3443.90
TRX-003629,2023-12-15,P-0179,T-034,11,77.95,0,857.45
TRX-003630,2023-12-16,P-0155,T-039,4,452.98,0,1811.92
TRX-003631,2023-12-18,P-0065,T-035,3,529.46,0,1588.38
TRX-003632,2024-03-08,P-0050,T-029,11,406.88,0,4475.68
TRX-003633,2023-06-30,P-0087,T-050,15,210.97,0,3164.55
TRX-003634,2024-05-14,P-0167,T-034,7,148.44,0,1039.08
TRX-003635,2023-05-23,P-0137,T-033,6,510.97,0,3065.82
TRX-003636,2024-05-10,P-0065,T-044,6,529.46,0,3176.76
TRX-003637,2023-04-08,P-0112,T-013,4,434.74,0,1738.96
TRX-003638,2023-08-18,P-0013,T-040,13,227.61,0,2958.93
TRX-003639,2024-08-09,P-0111,T-041,12,138.19,0,1658.28
TRX-003640,2023-08-25,P-0071,T-031,7,52.81,10,332.70
TRX-003641,2024-04-15,P-0134,T-029,7,103.31,0,723.17
TRX-003642,2024-10-18,P-0066,T-034,4,456.2,0,1824.80
TRX-003643,2024-04-27,P-0130,T-010,1,139.47,0,139.47
TRX-003644,2024-06-23,P-0115,T-046,9,154.21,22,1082.55
TRX-003645,2023-08-02,P-0094,T-035,2,582.95,0,1165.90
TRX-003646,2024-08-05,P-0010,T-032,2,413.64,0,827.28
TRX-003647,2023-08-03,P-0010,T-022,1,413.64,0,413.64
TRX-003648,2024-08-18,P-0042,T-037,9,361.75,0,3255.75
TRX-003649,2024-06-11,P-0052,T-044,2,340.93,0,681.86
TRX-003650,2023-12-08,P-0064,T-020,11,378.64,23,3207.08
TRX-003651,2023-06-27,P-0017,T-018,12,362.07,0,4344.84
TRX-003652,2023-08-31,P-0084,T-011,7,214.01,0,1498.07
TRX-003653,2023-05-31,P-0042,T-047,4,361.75,0,1447.00
TRX-003654,2024-09-01,P-0095,T-013,3,771.65,30,1620.46
TRX-003655,2024-02-21,P-0056,T-037,13,128.84,0,1674.92
TRX-003656,2023-12-10,P-0008,T-012,10,173.65,0,1736.50
TRX-003657,2023-05-09,P-0136,T-032,12,362.08,13,3780.12
TRX-003658,2023-05-21,P-0051,T-034,12,533.16,0,6397.92
TRX-003659,2023-12-17,P-0163,T-045,3,401.08,0,1203.24
TRX-003660,2024-04-22,P-0026,T-029,15,537.16,0,8057.40
TRX-003661,2024-05-20,P-0148,T-010,15,314.89,0,4723.35
TRX-003662,2024-08-15,P-0094,T-022,12,582.95,0,6995.40
TRX-003663,2024-10-05,P-0100,T-045,7,253.63,0,1775.41
TRX-003664,2023-05-27,P-0132,T-001,5,520.27,5,2471.28
TRX-003665,2023-11-28,P-0074,T-009,12,318.26,0,3819.12
TRX-003666,2023-09-14,P-0036,T-036,7,611.92,0,4283.44
TRX-003667,2023-05-27,P-0163,T-035,2,401.08,0,802.16
TRX-003668,2024-10-20,P-0097,T-008,11,409.85,0,4508.35
TRX-003669,2024-04-23,P-0054,T-014,14,324.9,19,3684.37
TRX-003670,2024-01-01,P-0098,T-005,13,348.62,0,4532.06
TRX-003671,2023-07-16,P-0123,T-048,5,423.72,0,2118.60
TRX-003672,2024-05-21,P-0044,T-012,11,175.16,0,1926.76
TRX-003673,2024-11-29,P-0031,T-034,4,281.57,8,1036.18
TRX-003674,2023-07-28,P-0034,T-035,15,846.99,0,12704.85
TRX-003675,2024-04-02,P-0167,T-010,11,148.44,7,1518.54
TRX-003676,2023-09-12,P-0085,T-038,11,574.36,0,6317.96
TRX-003677,2023-09-15,P-0182,T-041,6,417.62,29,1779.06
TRX-003678,2024-06-25,P-0118,T-007,15,456.92,0,6853.80
TRX-003679,2024-03-08,P-0020,T-008,6,525.72,0,3154.32
TRX-003680,2023-05-07,P-0126,T-003,10,349.7,0,3497.00
TRX-003681,2023-12-18,P-0015,T-007,14,839.97,28,8466.90
TRX-003682,2023-10-11,P-0188,T-048,10,628.65,0,6286.50
TRX-003683,2023-08-26,P-0118,T-036,10,456.92,0,4569.20
TRX-003684,2023-10-07,P-0070,T-040,12,520.91,0,6250.92
TRX-003685,2024-05-26,P-0016,T-031,8,362.85,0,2902.80
TRX-003686,2023-05-31,P-0136,T-047,10,362.08,0,3620.80
TRX-003687,2023-08-22,P-0183,T-010,6,381.33,16,1921.90
TRX-003688,2024-07-19,P-0020,T-036,6,525.72,23,2428.83
TRX-003689,2024-04-06,P-0177,T-029,8,254.46,0,2035.68
TRX-003690,2023-10-30,P-0087,T-033,8,210.97,0,1687.76
TRX-003691,2024-06-28,P-0020,T-045,13,525.72,0,6834.36
TRX-003692,2023-07-12,P-0086,T-033,4,112.12,0,448.48
TRX-003693,2024-07-26,P-0103,T-030,6,298.7,22,1397.92
TRX-003694,2023-09-22,P-0099,T-005,7,538.89,0,3772.23
TRX-003695,2024-08-23,P-0164,T-028,7,255.54,0,1788.78
TRX-003696,2024-07-15,P-0012,T-006,11,750.9,14,7103.51
TRX-003697,2024-06-06,P-0120,T-030,6,93.03,0,558.18
TRX-003698,2023-05-20,P-0025,T-022,8,616.78,5,4687.53
TRX-003699,2023-02-03,P-0174,T-041,10,563.29,27,4112.02
TRX-003700,2024-10-05,P-0171,T-016,5,733.17,0,3665.85
TRX-003701,2023-06-16,P-0178,T-008,9,220.82,0,1987.38
TRX-003702,2024-10-26,P-0013,T-047,10,227.61,0,2276.10
TRX-003703,2024-12-11,P-0193,T-046,15,299.11,0,4486.65
TRX-003704,2024-09-24,P-0195,T-002,5,419.81,0,2099.05
TRX-003705,2023-10-06,P-0200,T-038,10,746.15,0,7461.50
TRX-003706,2024-01-11,P-0157,T-001,2,349.73,0,699.46
TRX-003707,2024-10-21,P-0145,T-025,1,548.09,0,548.09
TRX-003708,2023-01-21,P-0056,T-030,3,128.84,0,386.52
TRX-003709,2024-09-23,P-0085,T-034,8,574.36,0,4594.88
TRX-003710,2024-12-27,P-0006,T-023,6,843.07,0,5058.42
TRX-003711,2023-01-30,P-0126,T-024,1,349.7,0,349.70
TRX-003712,2023-02-26,P-0113,T-001,5,191.14,0,955.70
TRX-003713,2024-09-03,P-0168,T-004,2,714.02,0,1428.04
TRX-003714,2024-11-07,P-0063,T-032,8,134.79,0,1078.32
TRX-003715,2024-04-03,P-0194,T-035,12,249.36,0,2992.32
TRX-003716,2024-12-12,P-0046,T-022,14,449.12,0,6287.68
TRX-003717,2023-07-08,P-0133,T-047,15,364.39,8,5028.58
TRX-003718,2023-10-14,P-0185,T-038,1,541.49,0,541.49
TRX-003719,2023-02-20,P-0067,T-025,5,815.39,0,4076.95
TRX-003720,2023-07-01,P-0142,T-033,6,518.66,0,3111.96
TRX-003721,2024-02-16,P-0153,T-050,14,234.58,25,2463.09
TRX-003722,2023-04-15,P-0081,T-031,15,426.11,0,6391.65
TRX-003723,2024-07-08,P-0127,T-017,6,241.26,0,1447.56
TRX-003724,2023-11-25,P-0084,T-041,9,214.01,28,1386.78
TRX-003725,2023-02-08,P-0044,T-049,15,175.16,0,2627.40
TRX-003726,2024-02-22,P-0156,T-006,4,132.08,0,528.32
TRX-003727,2024-12-06,P-0179,T-035,6,77.95,0,467.70
TRX-003728,2024-02-17,P-0024,T-018,12,711.7,0,8540.40
TRX-003729,2023-05-15,P-0011,T-012,6,230.29,0,1381.74
TRX-003730,2023-04-20,P-0190,T-011,15,538.15,0,8072.25
TRX-003731,2023-07-10,P-0083,T-015,14,604.06,7,7864.86
TRX-003732,2024-12-19,P-0032,T-026,1,413.34,0,413.34
TRX-003733,2024-01-14,P-0031,T-050,12,281.57,0,3378.84
TRX-003734,2023-12-01,P-0112,T-042,8,434.74,12,3060.57
TRX-003735,2023-02-28,P-0143,T-002,12,601.55,0,7218.60
TRX-003736,2024-11-16,P-0154,T-002,10,316.24,0,3162.40
TRX-003737,2024-12-10,P-0031,T-035,15,281.57,0,4223.55
TRX-003738,2024-09-10,P-0004,T-048,9,651.39,0,5862.51
